count,country,region,city,geo_id,label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,gnd,tgn,viaf,wikidata,number_of_results
4,Spanien,,San Juan de la Peña,20953184,"San Juan de Peña, Monasterio",,,,,monasteries,"San Juan de Peña is one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Spain. The symbol of Saint James, the scalloped shell, became the primary symbol representing pilgrims. Various pilgrimage routes in the autonomous communities of Aragon, Navarre, and León correspond to old Roman roads built in the northern portion of the Iberian Peninsula. An important historic site in San Juan de Peña is the Monastery of San Juan de Penña, which traces its origin to the 9th century.",,http://vocab.getty.edu/tgn/1100021,,,http://vocab.getty.edu/tgn/1100021,,,1
4,Spanien,,San Miguel de Fluviá,20953190,San Miguel de Fluviá,,,,,inhabited places,,"municipality in the comarca of Alt Empordà, Girona, Catalonia, Spain",http://vocab.getty.edu/tgn/7324802,http://www.wikidata.org/entity/Q11837,,http://vocab.getty.edu/tgn/7324802,,,1
4,Spanien,,Saragossa,20907741,Zaragoza,,,,,inhabited places,"Situated on S bank of Ebro river; one of earliest Spanish towns to be Christianized; fell to Germanic Suebi tribe, then to Visigoths 5th cen.; captured by Moors around 714; taken by Almoravids 1110; captured by King Alfonso I of Aragon 1118.",,http://vocab.getty.edu/tgn/7008813,,,,,,1
4,Spanien,,Solsona,20953247,Solsona,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008697,,,http://vocab.getty.edu/tgn/7008697,,,1
4,Spanien,,Uclés,20953307,Uclés,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7299700,,,http://vocab.getty.edu/tgn/7299700,,,1
4,Spanien,,Viana (Navarra),20953336,Viana,,,,,inhabited places,"Viana was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Spain. The symbol of Saint James, the scalloped shell, became the primary symbol representing pilgrims. Various pilgrimage routes in the autonomous communities of Aragon, Navarre, and León correspond to old Roman roads built in the northern portion of the Iberian Peninsula. Viana is situated on a rocky promontory, between Navarre and Castile. Ca. 1200, Viana was in shambles due to warfare and was less solicited by pilgrims; reconstruction began after 1219. ",,http://vocab.getty.edu/tgn/4011756,,,,,,1
4,Spanien,,Villabrágima,20124991,Villabrágima,,,,,inhabited places,,"human settlement in Valladolid Province, Castile and León, Spain",http://vocab.getty.edu/tgn/4011819,http://www.wikidata.org/entity/Q1767017,,http://vocab.getty.edu/tgn/4011819,,,1
4,Spanien,,Villamediana,20124994,Villamediana de San Román,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7296212,,,,,,1
4,Spanien,,Villanueva,20953358,Villanueva,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7295769,,,,,,1
4,Spanien,,Yécora,20953383,Yécora,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7296302,,,,,,1
4,Spanien,,Zalduendo de Alava,20953387,,,,,,,,,,,,,,,0
4,Syrien,,Südsyrien,20412034,,,,,,,,,,,,,,,0
4,Tschechien,,Altendorf bei Braunsberg,20910140,,,,,,,,,,,,,,,0
4,Tschechien,,Hnojnik,20290007,,,,,,,,,,,,,,,0
4,Tschechien,,Melnik (Böhmen),20905498,Melnik,,,,,,,"town in the Central Bohemian Region, Czech Republic",,http://www.wikidata.org/entity/Q320939,,,,,1
4,Tschechien,,Melnik (Böhmen),20905498,Melnik,,,,,,,"town in the Central Bohemian Region, Czech Republic",,http://www.wikidata.org/entity/Q320939,,,,,1
4,Tschechien,,Neuenburg an der Elbe,20330257,,,,,,,,,,,,,,,0
4,Tschechien,,Ostrov (Davle),20360458,Ostrov,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1027441,,,,,,1
4,Tschechien,,Raudnitz an der Elbe,20907059,Roudnice nad Labem,,,,,inhabited places,,"town in the Czech Republic, in Ústí nad Labem region, north-west of Prague",http://vocab.getty.edu/tgn/7011749,http://www.wikidata.org/entity/Q63855,,,,,1
4,Tschechien,,Serowitz (Kamenitz an der Linde),20330317,,,,,,,,,,,,,,,0
4,Tschechien,,Tweras,20330309,,,,,,,,,,,,,,,0
4,Türkei,,Konstantinopel,00030249,İstanbul,Istanbul,,,,inhabited places,"The city was held by the Persian Empire in 512 BCE. Later was a Roman Republic free city. It was the seat of Constantine I's empire from 330, and the terminus of the ancient Silk Road trade route. Was declared a Christian city by Constantine. From the 6th-13th centuries, the city was attacked by Persians, Arabs, Bulgars and Russians, and eventually taken by the Fourth Crusade army in 1203. Later taken by Ottomans.",city in Turkey located at the Bosporus Strait,http://vocab.getty.edu/tgn/7002473,http://www.wikidata.org/entity/Q406,,,,,1
4,Türkei,,Konya,20911400,Konya,Konya,Provincia di Konya,Konya,Konya,inhabited places,"Site of large Phrygian settlement after fall of Hittite Empire. The city was the capital of ancient Lycaonia and a stop on the ancient Silk Road. It was incorporated into the Roman province of Galatia by 25 BCE, and visited by St. Paul several times. It was invaded by Arabs during the 7th-9th centuries, and later annexed to the Ottoman Empire around 1467.",,http://vocab.getty.edu/tgn/7002539,,,,,,1
4,Türkei,,Magnesia am Mäander,20911637,Magnesia ad Meander,,,,,deserted settlements,,"ancient Greek city in Ionia, modern Turkey",http://vocab.getty.edu/tgn/7002583,http://www.wikidata.org/entity/Q1432674,https://d-nb.info/gnd/4036976-6,,,,1
4,Türkei,,Xanthos,20913104,Kınık,Kınık,,,,inhabited places,"Located on the left bank of the river of the same name (modern Köca), Xanthos was the chief city of ancient Lycia; became seat of a Lycian religious federation; taken by Brutus 43 BCE; destroyed by Arab attacks during the 7th century.",,http://vocab.getty.edu/tgn/7002633,,,,,,1
4,Ukraine,,Kertsch,20904413,Kertsch,,,,,,,"city in Crimea, Ukraine",,http://www.wikidata.org/entity/Q157065,https://d-nb.info/gnd/4110239-3,,,,1
4,Ukraine,,Trostjanez (Rajon Ochtyrka),21110003,Trostyanets,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1138535,,https://d-nb.info/gnd/7624713-2,http://vocab.getty.edu/tgn/1138535,,http://www.wikidata.org/entity/Q606706,1
4,Ungarn,,Bucsuszentlászló,20090024,Bucsuszentlászló,,,,,,,village in Hungary,,http://www.wikidata.org/entity/Q855305,,,,,1
4,Ungarn,,Egervár,20090025,Egervár,,,,,,,village in Hungary,,http://www.wikidata.org/entity/Q987867,,,,,1
4,Vereinigte Staaten,,El Paso (Texas),20902409,El Paso,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2008184,,,,,,1
4,Vereinigte Staaten,,Honolulu,20903987,Honolulu,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2075157,,,,,,1
4,Vereinigte Staaten,,Louisville (Kentucky),20905152,Louisville,,,,,inhabited places,,"town in St. Lawrence County, New York, United States",http://vocab.getty.edu/tgn/2070302,http://www.wikidata.org/entity/Q3501846,,,,,1
4,Vereinigte Staaten,,Portland (Oregon),20906850,Portland,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2594506,,,,,,1
4,Vereinigte Staaten,,Riverdale (New York),20907236,Riverdale,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2620552,,,,,,1
4,Vereinigte Staaten,Connecticut,Hartford (Connecticut),20903643,Hartford,,,,,inhabited places,Located in N central Connecticut; formed Connecticut Colony in 1639 & accepted 1st written constitution in America (Fundamental Orders); given royal charter in 1662; governor Andros made unsuccessful attempt to seize state in 1687.,"city in and capital of Connecticut, United States",http://vocab.getty.edu/tgn/7013695,http://www.wikidata.org/entity/Q33486,,,,,1
4,Vereinigte Staaten,Michigan,Detroit,00260289,Detroit,Detroit,,,,inhabited places,Located on Detroit river; French established fort & fur-trading post here in 1701; captured by British in French and Indian Wars in 1760; passed to US in 1796; destroyed by fire in 1805; city was rebuilt and flourished after introduction of steamboats.,"city in and county seat of Wayne County, State of Michigan, United States",http://vocab.getty.edu/tgn/7013547,http://www.wikidata.org/entity/Q12439,,,,,1
4,Vereinigte Staaten,New York,New York & Fiesole,00260353,,,,,,,,,,,,,,,0
4,Vereinigte Staaten,Oklahoma,Tulsa (Oklahoma),20908742,Tulsa,Tulsa,,,,inhabited places,Located on Arkansas river; was Creek Indian village in 1830s; European-Americans founded town along St. Louis-San Francisco Railway in 1882; nearby oil discovery in 1901 initiated rapid growth; is national headquarters for Jaycees organization.,,http://vocab.getty.edu/tgn/7014663,,,,,,1
4,Vereinigte Staaten,Pennsylvania,Philadelphia (Pennsylvania),00071282,Philadelphia,Philadelphia,,,,inhabited places,Located at confluence of Delaware and Schuylkill rivers; Quaker town was founded by W Penn; was thriving colonial center & active in American Revolution; later lost political and financial prestige to Washington & New York; was a strong anti-slavery power.,"largest city in Pennsylvania, United States",http://vocab.getty.edu/tgn/7014406,http://www.wikidata.org/entity/Q1345,,,,,1
4,Ägypten,,Dra Abu el-Naga,20960071,Dra Abu el-Naga,,,,,,,"village and archaeological site of Draʿ Abu el-Naga, Luxor West Bank, Egypt",,http://www.wikidata.org/entity/Q676508,https://d-nb.info/gnd/4753193-9,,,,1
4,Ägypten,,Fāw Qiblī,20320149,Fāw Qiblī,Fāw Qiblī,,,,inhabited places,,,http://vocab.getty.edu/tgn/4003850,,,http://vocab.getty.edu/tgn/4003850,,,1
4,Ägypten,,Qaṣr Ibrīm,20320112,Qaṣr Ibrīm,,,,,islands,,,http://vocab.getty.edu/tgn/4009008,,,,,,1
4,Österreich,,Linz (Oberösterreich),00070669,Linz,,,,,inhabited places,"Located on the Danube River 95 m. W of Vienna, it was originally a Roman fortress and then became a provincial capital of the Holy Roman Empire. Important trade center by the 13th century. Suffered considerable damage in World War II, occupied by US troops on May 6, 1954.","capital city of Upper Austria, Austria",http://vocab.getty.edu/tgn/7003199,http://www.wikidata.org/entity/Q41329,,,,,1
4,Österreich,,Österreich,00002341,Österreich,,,,,,,settlement in Hitzendorf in Graz-Umgebung District,,http://www.wikidata.org/entity/Q298647,,,,,1
4,Österreich,Kärnten,Bad Sankt Leonhard im Lavanttal,20311614,Bad Sankt Leonhard im Lavanttal,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003060,,,http://vocab.getty.edu/tgn/7003060,,,1
4,Österreich,Kärnten,Bleiburg,20311064,Bleiburg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1025455,,,,,,1
4,Österreich,Kärnten,Gerlamoos,20311173,Gerlamoos,,,,,,,,,http://www.wikidata.org/entity/Q133446714,,,,,1
4,Österreich,Kärnten,Sankt Georgen am Längsee,20311599,Sankt Georgen am Längsee,,,,,,,"municipality in Sankt Veit/Glan District, Carinthia, Austria",,http://www.wikidata.org/entity/Q664135,,,,,1
4,Österreich,Niederösterreich,Eggenburg,20311107,Eggenburg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1025500,,,http://vocab.getty.edu/tgn/1025500,,,1
4,Österreich,Niederösterreich,Gaming,20311166,Gaming,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003195,,,,,,1
4,Österreich,Niederösterreich,Klosterneuburg (Niederösterreich),20311319,Klosterneuburg,,,,,inhabited places,"Noted for its famous Augustinian abbey founded in 1108 by the Babenberg Margrave Leopold III, the Saint.","municipality in Tulln District, Lower Austria, Austria",http://vocab.getty.edu/tgn/7003187,http://www.wikidata.org/entity/Q487522,,,,,1
4,Österreich,Niederösterreich,Maria Laach am Jauerling,20311389,Maria Laach am Jauerling,,,,,,,"municipality in Krems District, Lower Austria, Austria",,http://www.wikidata.org/entity/Q675315,,,,,1
4,Österreich,Niederösterreich,Spitz,20311708,Spitz,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1026106,,,,,,1
4,Österreich,Niederösterreich,Waidhofen an der Ybbs,20311801,Waidhofen an der Ybbs,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003194,,,http://vocab.getty.edu/tgn/7003194,,,1
4,Österreich,Oberösterreich,Pettenbach,20311500,Pettenbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1025942,,,,,,1
4,Österreich,Steiermark,Altaussee,20311018,Altaussee,,,,,inhabited places,,"municipality in Liezen District, Styria, Austria",http://vocab.getty.edu/tgn/8713243,http://www.wikidata.org/entity/Q262951,,,,,1
4,Österreich,Steiermark,Amering (Steiermark),20311028,Amering,,,,,,,former municipality in Austria,,http://www.wikidata.org/entity/Q470154,,,,,1
4,Österreich,Steiermark,Haus (Steiermark),20311241,Haus,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1025648,,,,,,1
4,Österreich,Steiermark,Mühlen (Murau),20311438,Mühlen,,,,,,,"municipality in Murau District, Styria, Austria",,http://www.wikidata.org/entity/Q695912,,,,,1
4,Österreich,Steiermark,Ranten,20311544,Ranten,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1025986,,,http://vocab.getty.edu/tgn/1025986,,,1
4,Österreich,Steiermark,Sankt Katharein an der Laming,20311609,Sankt Katharein an der Laming,,,,,,,former municipality in Austria,,http://www.wikidata.org/entity/Q688145,,,,,1
4,Österreich,Steiermark,Sankt Marein bei Knittelfeld,20311618,Sankt Marein bei Knittelfeld,,,,,,,former municipality in Austria,,http://www.wikidata.org/entity/Q263328,,,,,1
4,Österreich,Steiermark,Stanz im Mürztal,20311717,Stanz im Mürztal,,,,,inhabited places,,"municipality in Bruck-Mürzzuschlag District, Styria, Austria",http://vocab.getty.edu/tgn/1026114,http://www.wikidata.org/entity/Q430345,,,,,1
4,Österreich,Steiermark,Stubenberg (Steiermark),20311736,Stubenberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1026128,,,,,,1
4,Österreich,Steiermark,Unzmarkt-Frauenburg,20311780,Unzmarkt-Frauenburg,,,,,,,"municipality in Murtal District, Styria, Austria",,http://www.wikidata.org/entity/Q303156,,,,,1
4,Österreich,Tirol,Tannheim (Tirol),20311740,Tannheim,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1026134,,,,,,1
4,Österreich,Vorarlberg,Bludesch,20311066,Bludesch,,,,,,,"municipality in Bludenz District, Vorarlberg, Austria",,http://www.wikidata.org/entity/Q701012,,,,,1
4,Österreich,Vorarlberg,Egg (Vorarlberg),20311106,Egg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1025498,,,,,,1
4,Österreich,Vorarlberg,Innerbraz,20311273,Innerbraz,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1025682,,,,,,1
3,,,Acciano,,Acciano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1043086,,,,,,1
3,,,Akşehir,,Akşehir,,,,,inhabited places,SE of Bolvadin in NW Konya province; may have been included in ancient Greek Pergamum kingdom; known to Cicero; was important frontier town in Byzantine Empire; under control of Seljuk Turks around 1400.,,http://vocab.getty.edu/tgn/7002320,,,,,,1
3,,,Arlington (New Jersey),,Arlington,Arlington,,,,inhabited places,,"human settlement in Northampton County, Virginia, United States",http://vocab.getty.edu/tgn/2137127,http://www.wikidata.org/entity/Q4792255,,,,,1
3,,,Barbiano,,Barbiano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4001209,,,,,,1
3,,,Bendorf Kreis Mayen-Koblenz / Bendorf Kreis Rendsburg-Eckernförde,,,,,,,,,,,,,,,,0
3,,,Ceppaloni,,Ceppaloni,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7049744,,,,,,1
3,,,Cricoli,,Cricoli,,,,,inhabited places,Located in: Italy,,http://vocab.getty.edu/tgn/8724475,,,,,,1
3,,,Ercolano,,Herculaneum,,Ercolano,,,deserted settlements,"Located at foot of Mount Vesuvius; was a thriving resort during Roman times; destroyed, with Pompeii in 79 CE when Vesuvius erupted, as Herculaneum was still being rebuilt after an earthquake several years earlier. The ruins offer the best known evidence of ancient Roman private life; one of three sites grouped together in an UNESCO World Heritage Site in 1997 and noted for their well-preserved remains due to ash covering. The modern town of Ercolano is in part built on the ancient ruins of Herculaneum, but most of the ancient site, and the officially designated historical monument, lies south of the town center.",Roman town,http://vocab.getty.edu/tgn/7031897,http://www.wikidata.org/entity/Q178813,,,,,1
3,,,Falkenstein (Kreis Hettstedt),,Falkenstein,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1036684,,,,,,1
3,,,Filacciano,,Filacciano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7046276,,,,,,1
3,,,Georgenberg (Zips),,Georgenberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7183527,,,,,,1
3,,,Heliopolis,,Baalbek,,,,,inhabited places,"Was a large and important ancient city; was identified with worship of Baal, a Semitic sun-god (thus the name Heliopolis); most buildings were erected under reign of Roman Antoninus Pius 138-161; ruins declared UNESCO World Heritage Site in 1984.",,http://vocab.getty.edu/tgn/7002856,,,,,,1
3,,,Marburg / Wiesbaden,,,,,,,,,,,,,,,,0
3,,,Pazzano,,Pazzano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7052700,,,,,,1
3,,,Primaluna,,Primaluna,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7043416,,,,,,1
3,,,Quinzano d'Oglio,,Quinzano d'Oglio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046219,,,,,,1
3,,,Richmond,,Richmond,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2107138,,,,,,1
3,,,Saint-Benoit-sur-Loire,,,,,,,,,,,,,,,,0
3,,,"Sénanque, Abbaye de",,,,,,,,,,,,,,,,0
3,Albanien,,Ardenica,20330147,Ardenica,,,,,,,"church building in Lushnjë municipality, Albania",,http://www.wikidata.org/entity/Q1474989,,,,,1
3,Argentinien,,Buenos Aires,20901262,Ciudad Autónoma de Buenos Aires,Buenos Aires,,,,autonomous cities,,capital and largest city of Argentina,http://vocab.getty.edu/tgn/7593303,http://www.wikidata.org/entity/Q1486,,,,,1
3,Armenien,,Ani (Kars),20910176,Ani,,,,,deserted settlements,Ancient town of Armenia; chosen by Ashot III the Merciful as capital of Armenia in the 10th century; flourished under Bagratid dynasty; occupied by Byzantines and sacked by Seljuk Turks during the 11th century; destroyed by earthquake in 1319; extensive remains.,,http://vocab.getty.edu/tgn/7002350,,,,,,1
3,Armenien,,Dedmasen,20330046,,,,,,,,,,,,,,,0
3,Armenien,,Ganjasar,20330017,,,,,,,,,,,,,,,0
3,Armenien,,Gošavank,20911005,Gošavank,,,,,,,Armenian monastery,,http://www.wikidata.org/entity/Q429012,,,,,1
3,Armenien,,Hakobavank,20330019,,,,,,,,,,,,,,,0
3,Armenien,,Lmbatavank,20330027,Lmbatavank,,,,,,,cultural heritage monument of Armenia,,http://www.wikidata.org/entity/Q3102711,,,,,1
