count,subject,exact,broader,iconclass subject
1,Jacob And Rachel At The Wall,,,
1,Jacob Clarke.,,,
1,"Jacob Henry Tillet, Mayor 1859, 1875 and M. P. for Norwich 1870, 1875, and 1880.",,,
1,Jacob Morland of Cappelthwaite,,,
1,"Jacob Mountain (1799-1825), First Bishop Of Quebec",,,
1,Jacob Selling His Birthright,,,
1,Jacob Wilkinson,,,
1,"Jacob Wilkinson, A Governor Of The East India Company",,,
1,Jacob and Joseph's Coat,,,
1,Jacob and Joseph's Cont,,,
1,Jacob's Well,,,
1,"Jacob, Laban And His Daughters In An Extensive Landscape",,,
1,"Jacob, Viscount Folkestone Wearing Peer's Robes",,,
1,Jacobean Figures Outside an Inn,,,
1,Jacopo Foscari in Prison,,,
1,Jacques &amp; The Wounded Stag,,,
1,Jacques (Wartime Sketch - On Verso) - Disposition Of Billets),,,
1,"Jacques And The Wounded Stag: 'As You Like It', Act II, Scene i",,,
1,Jacques Discovered By The Duke,,,
1,"Jacques Edouard Stuart, Le Vieux Pretendant",,,
1,Jael And Judith With The Head Of Holofernes,,,
1,Jaffa,,,
1,Jahrmarkt,,,
1,"Jain Tower, Chitor, Rajasthan",,,
1,Jakcy Turner And The Rev Charles Hope's Gardener,,,
1,Jamaica,,,
1,Jamaican Women Dancing To A Military Bank,,,
1,Jamer Boewell And Family,,,
1,James 1 Of England And VI Of Scotland,,,
1,James 2nd Duke Of Lauzun,,,
1,James Abbott McNeill Whistler With The Thames At Chelsea In The Background,,,
1,"James Abercrombie, Lord Dunfermline (1776-1858)",,,
1,James Adam,,,
1,James Adam (1732-1794),,,
1,James Aickin (1740-1803),,,
1,James Andrew,,,
1,"James Ballantine, The Poet",,,
1,James Barry,,,
1,James Barry (D 1806),,,
1,James Boswell (1740-95),,,
1,James Boswell (Portrait Of A Man In A Brown Coat),,,
1,James Boswell Of Hill,,,
1,James Broughton,,,
1,"James Brownlow William Gascoyne-Cecil, 2nd Marquess Of Salisbury, K. G. (1791-1868)",,,
1,James Bruce Of Bankton Mid- Calder,,,
1,"James Brudenell, 7th Earl of Cardigan Relating the Story of the Cavalry Charge at Balaclava to the Prince Consort and the Royal Children at Windsor",,,
1,"James Bryan Of Jenkinstown Park, County Kilkenny",,,
1,"James Brydges, 1st Duke Of Chandos, Full-Length, In Peer's Robes",,,
1,"James Bucknall, 3rd Viscount Grimston And 1st Baron Verulam (1747-1808)",,,
1,James Buller (1717-65),,,
1,"James Butler, 2nd Duke Of Ormond",,,
1,James Byres Of Tonley (1734-1817),,,
1,James Calthorpe (1604–1652),,,
1,James Campbell,,,
1,James Campbell Of Dunmore,,,
1,"James Caulfield, 1st Earl Of Charlemont, 1728-1799",,,
1,"James Cecil, 3rd Earl Of Salisbury, K. G.",,,
1,"James Cecil, 4th Earl Of Salisbury (1666-1694) And His Sister, Lady Catherine Cecil, Later Lady Downing (ca. 1663-1688)",,,
1,"James Cecil, 7th Earl And 1st Marquess Of Salisbury, K.G. (1748-1823)",,,
1,James Church Of Kelso,,,
1,James Cochrane,,,
1,James Colville,,,
1,"James Compton, 3rd Earl Of Northampton",,,
1,James Cornwallis (1742-1824) Bishop of Lichfield (1781 -1824),,,
1,James Craggs,,,
1,James Craig,,,
1,"James Craig, Second Son Of The Artist",,,
1,James Curtis Somerville,,,
1,James Dalrymple With His Two Grandchildren,,,
1,"James Dixon Esq.,",,,
1,James Douglas,,,
1,James Douglas (1674-1757),,,
1,"James Douglas, 2nd Duke Of Queensberry And Dover (1662 - 1711)",,,
1,"James Douglas, 4th Earl Of Morton",,,
1,James Drake (1667-1707),,,
1,"James Drumond, 6th Earl Of Perth",,,
1,James Dunlop Of Garnkirk (1741-1816),,,
1,James Dunlop Of Garrick,,,
1,"James Emilius William Evelyn Gascoyne-Cecil, Viscount Cranborne (1821 - 1865)",,,
1,"James Enskive, Afterwards Lord Barjoug And Alva",,,
1,"James Erskine, 6th Earl Of Buchan",,,
1,"James Erskine, Lord Grange, C 1714",,,
1,James Farrer Esq,,,
1,James Fitzgerald,,,
1,James Fox (Fox Lane) (1756– 1821),,,
1,James Fox-Lane,,,
1,"James Francis Edward, Prince Of Wales, Aged 7, And His Sister, Princes Louisa Maria Teresa, Aged 3 In The Garden Of St. Germains",,,
1,"James Francis Edward, Prince Of Wales, Son Of James Ii",,,
1,James Gandon And Family,,,
1,James Gandon and His Family,,,
1,James Gandy of Skirsgill,,,
1,James Gellie Of Ardincaple,,,
1,James Gibbs,,,
1,James Gibbs (With Plan Of St. Mary-Le-Strand),,,
1,James Glen,,,
1,"James Graham, 1st Marquis Of Montrose",,,
1,James Grant Of Lettock,,,
1,"James Grenville, Lord Glastonbury",,,
1,"James Guthrie Orchar,Provost Of Broughty Ferry (1825-1898)",,,
1,"James Hales, Esq.,",,,
1,"James Hamilton, 2nd Earl Of Arran",,,
1,"James Hamilton, 2nd Earl Of Clanbrassil",,,
1,"James Hamilton, 3rd Marquess &amp; Later 1st Duke Of Hamilton (1606 - 49)",,,
1,"James Hamilton, 3rd Marquess And 1st Duke Of Hamilton (1606 - 1649)",,,
1,James Hanson,,,
1,James Hare,,,
1,James Harrington After Lely,,,
1,"James Harris, 1st Earl Of Malmesbury, 1746 - 1820",,,
1,James Harrower Of Inzievar With His Wife &amp; Son,,,
1,James Haughton Langston,,,
1,James Haughton Langston (detail),,,
1,"James Hay, 15th Earl of Erroll (1726–1778)",,,
1,"James Hay, 1st Earl Of Carlisle (1580-1632)",,,
1,"James Hay, 2nd Earl Of Carlisle 1609-1660",,,
1,"James Hay, 2nd Earl Of Carlisle, As A Boy (1619-60)",,,
1,"James Hay, Earl Of Carlisle",,,
1,James Hayllar,,,
1,"James Herbert, His Wife Maria And Their Children",,,
1,James Heys,,,
1,James Hozart,,,
1,James Hugh Smith-Barry,,,
1,James Hugh Smith-Barry (1746-1801),,,
1,"James Hugh Smith-Barry (1746-1801), Elder Son Of Hon. John Smith-Barry",,,
1,James I Holding A Hawk,,,
1,James I Of England And Vi Of Scotland (1566-1625),,,
1,James I of England (James VI of Scotland),,,
1,James II Receiving the Mathematical Scholars of Christ's Hospital (detail),,,
1,James II When Duke Of York,,,
1,James Ii,,,
1,James Ii And Mary Of Guelders,,,
1,James Ii As Duke Of York,,,
1,"James Ii, When Duke Of York With Anne Hyde, Duchess Of York",,,
1,James Iv Of Scotland (1473-1513),,,
1,"James King Mausoleum Design, Preparatory Sketch",,,
1,"James King Mausoleum Design, Preparatory Sketches",,,
1,"James King Mausoleum Design, Three Plans",,,
1,"James King Mausoleum Design, Two Alternative Versions",,,
1,James Kirkpatrick With His Sons James And George,,,
1,James Lane–fox Of Bramham (D1821),,,
1,"James Leathart Collection, Brackendene House in Low Fell, Gateshead",,,
1,James Leckie And Little Mary,,,
1,James Lloyd (1766-1853),,,
1,"James Lord Strange, Son Of Edward, Earl Of Derby.",,,
1,"James Ludovic, 26th Earl Of Crawford And Balcarres, Kt, Lld, Frs (1847-1913)",,,
1,James Macardell,,,
1,James Macardell (1729-1765),,,
1,"James Macknight, Dd, Of Dalraith",,,
1,"James Macpherson, Esq., M. P. (1736-96)",,,
1,"James Maitland, 8th Earl Of Lauderdale (1759-1839)",,,
1,James Marquis of Kildare,,,
1,"James Mason, 'gentleman Jim'",,,
1,James Medlycott (1658-1731),,,
1,James Milne Gaskell M. P.,,,
1,James Montagu (ca. 1568–1618) Bishop Of Bath &amp; Wells (1608–16) And Winchester (1616–18),,,
1,James Moray,,,
1,James Morrison,,,
1,James Murray in Hunting Dress,,,
1,"James Murray, 2nd Duke of Atholl",,,
1,James Nasmyth,,,
1,"James Naylor, The Quaker",,,
1,James Northcote D 1831,,,
1,"James Northcote, R. A., Aged 81",,,
1,"James Norton, Aged 49 (1752 - 1820) Son Of Peter Norton",,,
1,James Of Scotland,,,
1,"James Ogilvie, 4th Earl Of Findlater And 1st Earl Of Seafield.",,,
1,"James Ogilvy, 1st Earl Of Airlie (1586– 1664)",,,
1,James Oliver,,,
1,James P. Johnstone,,,
1,James Paterson,,,
1,James Perry (1756-1821),,,
1,"James Poole, Sheriff In 1763 And Mayor In 1765.",,,
1,"James Prinsep's Memorial, Calcutta",,,
1,"James Radcliffe, 3rd Earl Of Derwentwater At Dilston",,,
1,"James River, Richmond, Virginia, Paddle Steamers And Crafts Near The Banks W C",,,
1,"James River, Richmond, Virginia, Paddle Steamers O Other Craft Near the Banks North American School",,,
1,"James Rong Of Draycot Park, Wiltshire, And Witley Calne, Wiltshire",,,
1,James Russell,,,
1,James Russell Lowell,,,
1,"James Sandilands, Master Of Torpichen (D 1749)",,,
1,James Scott (1770-1848),,,
1,"James Scott, Duke Of Monmouth",,,
1,"James Scott, Junior",,,
1,"James Smith, Lucy Elizabeth And Mary Margaret Stanley",,,
1,James Smithson &amp; Alice Whitworth His Wife,,,
1,James Sotheby,,,
1,James Stanier,,,
1,"James Stanley, 10th Earl of Derby PC (1664 – 1736)",,,
1,"James Stanley, 7th Earl Of Derby (1607-51)",,,
1,"James Stanley, Aged Thirty-Three Years",,,
1,James Stewart (1742-1821),,,
1,"James Stewart, 1st Duke of Richmond, 4th Duke of Lennox KG (1612 – 1655)",,,
1,James Stirling Of Keir (1679-1749),,,
1,James Strickland Gamekeeper To Lord Portman,,,
1,"James Stuart, 1st Earl Of Moray",,,
1,"James Stuart, 4th Duke Of Lennox &amp; 1st Duke Of Richmond (1612-55)",,,
1,"James Stuart, 8th Earl of Moray KT (1708–1767)",,,
1,"James Stuart, Lord Provost 1764-5 &amp; 1768-9",,,
1,"James Stuart, The Old Pretender",,,
1,"James Stuart, The Old Pretender Wearing The Ribbon Of The Garter",,,
1,"James Stuart, The Old Pretender's Physician, Monsieur De La Rose, And Another",,,
1,James Surtees,,,
1,"James Taylor Woay, Esq. Of The Bedale Hunt With His Dun Hunter.",,,
1,"James Taylor Wray, Esq, Of The Bedale Hunt With The Dun Hunter",,,
1,James Thomas Benedictus Marwood,,,
1,"James Thomas Brudenell, 7th Earl of Cardigan (1797-1868)",,,
1,James Thomson,,,
1,"James Tullis, Dl, Jp.(1842-()1911)",,,
1,"James Ussher, Archbishop Of Armagh (1580-1656)",,,
1,James V Of Scotland (1512–1542) And Mary Of Guise (1516–1560),,,
1,James Vi,,,
1,James Vi Of Scotland And I Of England,,,
1,James Vi Of Scotland And James I Of England,,,
1,James Vi Of Scotland I Of England,,,
1,James Ward's First Wife,,,
1,"James Ward, R. A.",,,
1,James Watt (1736-1819) The Engineer,,,
1,James Watt (D 1879),,,
1,James Watt (From The Side),,,
1,James Watt And The Steam Engine,,,
1,James Wedderburn,,,
1,"James West, In Red Coat And Lace Cravat",,,
1,James White Of Fordland,,,
1,"James Whiting Yorke The Elder, Lt. Colonel Of The Royal Supplementary Lincolnshire Militia",,,
1,"James Whiting Yorke, The Elder (1762-1824)",,,
1,James Whitton Arundell,,,
1,James Willis,,,
1,James Willis (1761 -1817 ) 1st Governor of Gambia,,,
1,James Willis (1761-1817) 1st. Governor Of Gambia,,,
1,James Wilson,,,
1,James Wittewronge (1720-48),,,
1,James Wittewrongs(1720-48),,,
1,James Wyatt And His Granddaughter,,,
1,James Yates (1778–1856),,,
1,James Yonge (1679 - 1745),,,
1,"James Yonge, 1979 - 1745",,,
1,"James, 10th Lord Torchipen (1770 - 1862)",,,
1,"James, 10th Lord Torpichen (1770-1862)",,,
1,"James, 13th Lord Somerville Wearing The Uniform Of Lord Of Police Of Scotland",,,
1,"James, 1st Duke Of Leinster (1722-73)",,,
1,"James, 1st Earl Waldegrave",,,
1,"James, 1st Earl Waldegrave (1684- 1741)",,,
1,"James, 1st Lord D' Arcy Of Navan (ca. 1650–1731)",,,
1,"James, 2nd Duke Of Abercorn K.G.",,,
1,"James, 2nd Duke Of Ormonde With A Cavalry Skirmish Beyond",,,
1,"James, 2nd Earl Waldegrave (1715-1763)",,,
1,"James, 2nd Lord D' Arcy Of Navan (ca. 1707–1733)",,,
1,"James, 2nd Marquess of Salisbury",,,
1,"James, 2nd Viscount Grimston(1711 - 1773)",,,
1,"James, 3rd Earl Of Berkeley",,,
1,"James, 3rd Earl Of Derwentwater (1689-1716)",,,
1,"James, 3rd Earl Of Hope Town",,,
1,"James, 3rd Viscount Grimston, 1st Lord Verulam (1747 - 1809)",,,
1,"James, 4th Duke Of Hamilton And 1st Duke Of Brandon",,,
1,"James, 4th Duke Of Hamilton And 1st Duke Of Brandon: Studio Of G. G. Kneller.",,,
1,"James, 5th Duke Of Hamilton (1702-42) As A Young Man",,,
1,"James, 5th Earl Of Findhale &amp; Seafield",,,
1,"James, 5th Earl Of Findlaren &amp; 2nd Earl Of Seafield",,,
1,"James, 5th Earl Of Findlater &amp; 2nd Earl Of Seafield (C, 1689-1764)",,,
1,"James, 6th Duke Of Hamilton And 3rd Duke Of Brandon, K. T. (1724-1758)",,,
1,"James, 6th Earl Of Findlater And 3rd Earl Of Seafield (1714–1770)",,,
1,"James, 7th Lord Torpichen (B. After 1673-1753)",,,
1,"James, 7th Lord Torplichen (d. 1753)",,,
1,"James, 8th Viscount Strathallan",,,
1,"James, 9th Earl Of Lauderdale",,,
1,"James, 9th Lord Torpichen (1759-1815)",,,
1,"James, Duke Of Cambridge (1663-67)",,,
1,"James, Duke Of Monmouth (1649-85), Son Of Charles II And Lucy Walters; Wearing Garter Robes",,,
1,"James, Duke Of Ormond, Lord Lieutenant Of Ireland In Garter Robes",,,
1,"James, Duke Of Ormonde",,,
1,"James, Duke Of Ormonde (1610 - 1688)",,,
1,"James, Duke Of Richmond And Lennox",,,
1,"James, Duke Of York (1633-1701)",,,
1,"James, Duke Of York, As A Child",,,
1,"James, Earl of Clanbrassil, with His Hunter, Mowbray",,,
1,"James, Marquis Of Hamilton",,,
1,"James, Marquis of Kildare (1722-1773",,,
1,"James, Younger Son Of Lord Ruthven",,,
1,James. 7th Earl Of Strathmore (1702-1735),,,
1,"James. Lord Stanley, Son of Edward, Earl of Derby",,,
1,Jamesina (Grant Fraser) Campbell &amp; Stewart (1783 - 1861) And Mary Campbell Stewart (1810 - 1889),,,
1,"Jamesina, Mrs Henry Le Strange (1819-1892)",,,
1,"Jan Albert Sighterman, His Son Ian Albert, And A Steward",,,
1,"Jan Lutma, After Rembrandt",,,
1,Jan Six,,,
1,Jancana,,,
1,"Jane (Andrew), Mrs Jasper Radcliffe (D 1727)",,,
1,Jane (Grey). Countess Of Wemyss,,,
1,"Jane (Jay) Lady Nicholas (B 1599, M 1623, D 1688)",,,
1,"Jane (Jay), Lady Nicholas (1599-1688)",,,
1,"Jane (Wynne), Hon Mrs Finch",,,
1,"Jane (ca.layton), Mrs Wynne",,,
1,Jane Bagot,,,
1,Jane Berkeley,,,
1,Jane Bohum,,,
1,"Jane Brickerton, Duchess Of Norfolk",,,
1,Jane Bunn,,,
1,Jane Caesar Adelmare,,,
1,"Jane Caesar Adelmare, Wife Of Sir Charles Cottrell-Dormer",,,
1,"Jane Carline, The Artist's Wife",,,
1,Jane Caulfield,,,
1,Jane Coles,,,
1,"Jane Coles (1744-1769), M 1766 Thomas Hutchings Medlycott",,,
1,"Jane Coster, Mrs John Quicke",,,
1,Jane Countess Of Fife,,,
1,"Jane Crawford, Afterwards Mrs. Morris Of Dunkettle, Aged 16",,,
1,Jane Darwin and Her Son William Brown Darwin,,,
1,"Jane Digby (1637-1703), Daughter Of George Digby Of Sandon, Married (1660) Charles Gerard, 4th Baron Gerard (1635-1667).",,,
1,Jane Du Cane,,,
1,"Jane Egerton, Mrs Revel",,,
1,Jane Eliza And Charles H. Scott Plumer,,,
1,"Jane Elizabeth, Countess Of Oxford",,,
1,"Jane Fitzalan, Lady Lumley",,,
1,"Jane Fleming, Later Countess Of Harrington, 1777-79",,,
1,Jane Fox (1669 - 1721),,,
1,"Jane Goodwin, Lady Wharton",,,
1,"Jane Hale, Mrs Madan",,,
1,Jane Hassall (+1825),,,
1,"Jane Hassell, Lady Pitches",,,
1,Jane Hogarth,,,
1,Jane Hogarth (1711-89) Daughter Of Sir James Thornhill,,,
1,Jane Hogarth in Old Age,,,
1,"Jane Hollings, Mrs Champernoune",,,
1,Jane Jemma Collins,,,
1,"Jane Lane, (Ob. 1689) Wife Of Sir Clement Fisher Of Packington (2nd Bt. )",,,
1,Jane Lewis (Born January 1793),,,
1,"Jane Ludbey, Née Evans (1763-1841)",,,
1,"Jane Lushington, Mrs Reilly Of Scarvagh",,,
1,"Jane Lyfield, Lady Knight",,,
1,Jane Mortimer,,,
1,"Jane Needham, Mrs Myddelton",,,
1,Jane Puxley,,,
1,"Jane Roberts, Duchess Of St. Albans",,,
1,"Jane Ruggles (née Freeland), Wife of Thomas Ruggles",,,
1,Jane Sabbarton,,,
1,"Jane Salwey, 1730 -1794, Wife Of Benjamin Booth",,,
1,"Jane Scarlett Jackson, Daughter Of Elizabeth Jennings",,,
1,"Jane Seymour, Lady Clifford (1637-79) Youngest Daughter Of 2nd Duke Of Somerset",,,
1,Jane Shore; A Theatrical Caricature,,,
1,"Jane Skeffington, Lady Hamilton",,,
1,"Jane Stanhope, Countess Of Harrington",,,
1,"Jane Stanhope, Later Lady Mountnorris",,,
1,"Jane Warburton, Duchess Of Argyll (d.1767), 2nd Wife Of 2nd Duke",,,
1,Jane Wenman,,,
1,"Jane Whitehalgh, Mrs Holden (1683-1766)",,,
1,Jane Wife Of William Coles Of Salisbury.,,,
1,Jane Winder,,,
1,Jane Wolley (Nee Coope),,,
1,"Jane Wren, D 1702",,,
1,"Jane Yonge, Daughter Of James Yonge (? ) 1722 - 1742",,,
1,Jane of Flanders,,,
1,"Jane(Wynne), Hon Mrs Finch (1747-1811)",,,
1,"Jane, Countess Of Harrington, Viscount Petersham, The Honorable Lincoln Stanhope",,,
1,"Jane, Countess Of Northampton",,,
1,"Jane, Countess Of Shaftesbury, &amp; Her Son Anthony, Later 4th Earl Shaftesbury",,,
1,"Jane, Countess of Eglinton",,,
1,"Jane, Countess of Harrington",,,
1,"Jane, Daughter Of Sir Clement Cottrell-Dormer M. 1821 John Finch Mason, D. 1873",,,
1,"Jane, Duchess Of Ancaster As A Child",,,
1,"Jane, Duchess Of Gordon",,,
1,"Jane, Duchess Of Gordon &amp; Her Son George, 1st Marquis Of Huntly",,,
1,"Jane, Marchioness Of Winchester",,,
1,"Jane, Wife Of John Cockburn Ross",,,
1,Janet And The Strolling Fortune-Teller,,,
1,"Janet Carmichael (née Grant), Countess of Hyndford (d. 1818)",,,
1,"Janet Craig, Lady Marqill",,,
1,"Janet Dick With Her Doll,(1754)",,,
1,"Janet Grant, Countess of Hyndford",,,
1,"Janet Grant, Countess of Hyndford (d. 1750)",,,
1,"Janet Inglis, Lady Clerk",,,
1,"Janet Lindsay, Mrs Jardine (1745-1815), Daughter Of James Lindsay Of Oatlands And Wife Of George Jardine Of Hallside",,,
1,Janet Moncreiffe,,,
1,January &amp; May,,,
1,January &amp; May (From Chaucer),,,
1,January And May,,,
1,Janus And Vulcan At Psyche's Reception In Olympics,,,
1,"Japanese Figures On Chelsea Embankment, C. 1875",,,
1,Japanese Landscape; In A Tokio Garden,,,
1,Jaques And The Wounded Stag,,,
1,Jasmine (detail),,,
1,Jason And The Warriors Who Sprang From The Dragon's Teeth,,,
1,Jason Or Theseus,,,
1,"Jason, a Grey Horse, Held by a Groom",,,
1,Jasper Radcliffe (1635-1704),,,
1,"Javeland Church, Isle Of Wight",,,
1,Jealous Monster,,,
1,"Jealousy, From Tennyson's Poem",,,
1,"Jean Anstruther, Lady Marwill",,,
1,Jean Cockburn Roas,,,
1,Jean Furgusson (Furgusson of Kilhenan),,,
1,"Jean Hay, Countess Of Rothes (d. 1731)",,,
1,"Jean Hume, Lady Torphichen (1683 - 1751)",,,
1,"Jean Morrison Of Prestongrange, Wife Of John, 5th Viscount Arbuthnott",,,
1,"Jean Ogilvie, Lady Abercromby",,,
1,Jean Ramsay,,,
1,Jean Rattray,,,
1,Jean Richardson Of Pitfour,,,
1,Jean Stewart of Dunearn,,,
1,Jean Stirling (1775-1835),,,
1,"Jean, Jeanne And Jeanette",,,
1,Jeanie Deanes And Queen Caroline At Richmond House,,,
1,Jeanne D'arc,,,
1,Jedburgh Abbey From The South East,,,
1,"Jedburgh Abbey, Roxburgh",,,
1,"Jedburgh Abbey, Roxburghshire",,,
1,Jedediah Strutt,,,
1,Jeff Portrait,,,
1,Jeffrey Hudson,,,
1,Jehovah Among Clouds,,,
1,Jemima (ca.rew) Duchess Of Kent (-1728),,,
1,"Jemima Crewe, Duchess of Kent (d. 1728)",,,
1,Jemima Deverell,,,
1,"Jemima, Armine And Elizabeth Daughters Of Thomas, Lord Crewe Of Stene",,,
1,"Jemima, Countess Cornwallis, And Her Son, Lord Brome.",,,
1,"Jemina (Crewe), Wife Of 1st Earl Of Sandwich. (M. 1642. )",,,
1,"Jenison Shafto's Racehorse Snap with Thomas Jackson, His Trainer and Jockey",,,
1,"Jennings Park, Near Maidstone 1780",,,
1,Jenny Colon Lafont Et Son Mani,,,
1,Jenny Lind,,,
1,Jenny Mudge (1761-1818),,,
1,Jephthah Met By His Daughter,,,
1,"Jeremiah D'Olier, with His Wife and His Son Isaac",,,
1,"Jeremiah Ives,Jun. Sheriff 1763 And Mayor 1769 And 1795.",,,
1,Jeremiah Meyer R.A. (1735 - 1789),,,
1,"Jeremiah, XIX, 1..3",,,
1,Jeremias De Dekker,,,
1,Jeremy Bentham,,,
1,Jeremy Bentham (1748 - 1832),,,
1,"Jeremy Harcourt, Sheriff In 1760 And Mayor In 1762.",,,
1,Jericho and the Dead Sea,,,
1,Jerome Bankes (1636-1686) ; 3rd Son of Sir John Bankes,,,
1,"Jerome Weston, 2nd Earl Of Portland (1605-1663) And His Wife Frances Stuart (1613-1694)",,,
1,"Jerry Dyson Esq, Clerk Of The House Of Commons",,,
1,Jerry Hudson Holding A Beer-Mug,,,
1,"Jerry'' Winner Of The St. Leger, 1824",,,
1,"Jerry, A Black Racehorse With Ben Smith Up On A Racecourse",,,
1,Jerusalem At The Time Of The Crucifixion: Christ Appearing To Mary Magdalen,,,
1,Jerusalem From Olivet,,,
1,Jerusalem From The Mount Of Olives At Sunset,,,
1,"Jerusalem From The Mount Of Olives, Sunrise",,,
1,Jerusalem From The Valley Of Jehoshaphat,,,
1,Jerusalem From the Mount of Olives,,,
1,Jerusalem From the South-East–The Mount of Olives,,,
1,Jerusalem Plate 37,,,
1,Jerusalem Plate 46,,,
1,"Jerusalem Plate 51: Valor, Hyle And Skofield",,,
1,Jerusalem Plate 53,,,
1,Jerusalem Plate 70,,,
1,Jerusalem Plate 76,,,
1,Jerusalem Plate 84,,,
1,Jerusalem Plate 99,,,
1,"Jerusalem, Plate 51: Vala, Hyle And Skofield",,,
1,Jerusalem: A Study For Plate 51,,,
1,Jerusalem: Frontispiece,,,
1,Jerusalem: Plate 11,,,
1,Jerusalem: Plate 20,,,
1,Jerusalem: Plate 23,,,
1,Jerusalem: Plate 25,,,
1,Jerusalem: Plate 28,,,
1,Jerusalem: Plate 35,,,
1,Jerusalem: Plate 7,,,
1,"Jerusalem: Plate I, Frontispiece",,,
1,Jervaulx Abbey,,,
1,Jessie Harden at the Piano.,,,
1,Jester,,,
1,Jesus And Mary Magdalena,,,
1,Jesus Before Pilate,,,
1,Jesus Betrayed,,,
1,Jesus Christ Resurrected Appears To Martha And The Magdalene,,,
1,"Jesus College From Turl Street, Oxford",,,
1,"Jesus College, Cambridge, From the Meadows",,,
1,Jesus In The Temple,,,
1,Jesus Returning To Nazareth With His Parents,,,
1,Jesus Washing,,,
1,"Jethro Bringeth To Moses His Wife And Two Sons (Exodus, 18)",,,
1,Jewels,,,
1,"Jewels Of Barbary, Figure Study",,,
1,"Jewish Tombs, Smyrna",,,
1,Joan Of Arc Makes A Sortie From The Gates Of Orleans And Scatters At The Enemies,,,
1,Joan Of Arc.,,,
1,"Joan Portman, Lady Wyndham",,,
1,"Joan Thornbury, Mrs Wakeman",,,
1,Joan's Saucepan Board',,,
1,"Joanna (Law), Lady Rumbold",,,
1,Joanna De Silva,,,
1,"Joanna Granville, Later Mrs Thornhill (B 1635)",,,
1,Joanna Of Blois (Formerly Called Lady Rich),,,
1,"Joannes Froben, After Holbein",,,
1,Joas Ray,,,
1,Job,,,
1,Job And The Messengers,,,
1,Job Mathew Raikes,,,
1,Job Offering Up Sacrifices For His Children,,,
1,Jockey On A Horse With Three Figures - One Of 24 Originally Bound,,,
1,Jockey in a Yellow Coat Or a Walking Brown Horse (Facing Right),,,
1,Jockey on Horseback,,,
1,"Jockey on Horseback; Sloven, with Jockey Up, Galloping to Right.",,,
