count,country,region,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
4,Germany,,Königsberg,Königsberg in Bayern,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7012518,,
4,Germany,,Munster,Munster,Munster,,,,inhabited places,,human settlement in Germany,http://vocab.getty.edu/tgn/1040379,http://www.wikidata.org/entity/Q32164050,
4,Germany,,Mörlbach,Mörlbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4006717,,
4,Germany,,Sigmaringen,Sigmaringen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7012713,,
4,Germany,,Württemberg,Württemberg,,,,,,,wine-producing region,,http://www.wikidata.org/entity/Q166387,
4,Germany,,Xanten,Xanten,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004980,,
4,Germany,Berlin,Berlin,Berlin,Berlin,Berlino,Berlin,,inhabited places,"The city of Berlin, coextensive with the state of Berlin, lies on both sides of the Spree River in its wide glacial valley in the center of unified Germany. Comprises 12 bezirke (boroughs), each of which contains a number of localities that may have historic roots in older municipalities that predate the formation of Greater Berlin in 1920. The area was originally two Wendish villages, Kölln and Berlin, were founded there in the 13th century, merged in the 14th century, and was named Berlin by the Hohenzollerns. It was strategically located at the center of the canal system of the Oder and Spree Rivers. Severely damaged in World War II; after the war, was divided into four occupation zones, each governed by one of the Allies. The Soviet-ruled East Berlin, together with the rest of East Germany, and West Berlin, a western enclave within East Germany, were governed separately from 1949. A concrete wall physically divided the city in 1961. The Berlin Wall and the political separation of the two parts of the city ended in 1989 as the communist eastern government collapsed. In 1990 the united Berlin became once again the capital of a united Germany. The largest city in Germany, its 2011 estimated population was 3.5 million.","federated state, capital and largest city of Germany",http://vocab.getty.edu/tgn/7003712,http://www.wikidata.org/entity/Q64,
4,Iceland,,Reykjavik,Reykjavík,,,,,inhabited places,"Founded by the Norseman Ingólfur Arnarson in 9th cen.; was small fishing village ruled and inhabited by Danes until 18th cen., when it became the center of the Danish-ruled island; is major commercial and cultural center of the nation.",capital and largest city in Iceland,http://vocab.getty.edu/tgn/7006270,http://www.wikidata.org/entity/Q1764,
4,Ireland,,Blessington,Blessington,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006869,,
4,Ireland,,County Louth,County Louth,,,,,,,county in Ireland,,http://www.wikidata.org/entity/Q183539,
4,Ireland,,Killadoon,Killadoon,,,,,inhabited places,,"townland in Aillemore, County Mayo, Ireland",http://vocab.getty.edu/tgn/1042865,http://www.wikidata.org/entity/Q104336130,
4,Italy,,Agira,Agira,,,,,inhabited places,"Was an early town of the Siculi people; colonized by Greeks under Timoleon in 339 BC; was noted objective in WW II, taken by Allies in 1943.",Italian comune,http://vocab.getty.edu/tgn/1043116,http://www.wikidata.org/entity/Q56195,
4,Italy,,Albino,Albino,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005811,,
4,Italy,,Almenno S. Salvatore,,,,,,,,,,,
4,Italy,,Alzano Lombardo,Alzano Lombardo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005810,,
4,Italy,,Angera,Angera,,,,,inhabited places,"Ancient town on banks of Lago Maggiore, near Swiss border; site of a 15th-cen. Visconti family castle & ruins of a large Roman necropolis; connected by bus & rail to Varese.",,http://vocab.getty.edu/tgn/7006047,,
4,Italy,,Arcetri,Arcetri,,,,,rioni,,,http://vocab.getty.edu/tgn/5002851,,
4,Italy,,Armeno,Armeno,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1043287,,
4,Italy,,Avio,Avio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005507,,
4,Italy,,Baceno,Baceno,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1043353,http://www.wikidata.org/entity/Q23226,
4,Italy,,Bagnacavallo (near),,,,,,,,,,,
4,Italy,,Burano,Burano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7057709,,
4,Italy,,Busto Arsizio,Busto Arsizio,,,,,inhabited places,"Located NW of Milan on Olona River; important textile center; site of Renaissance church of Santa Maria di Piazza, designed by Donato Bramante (1515-1523).",Italian comune,http://vocab.getty.edu/tgn/7006048,http://www.wikidata.org/entity/Q1155,
4,Italy,,Caccamo,Caccamo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1043699,,
4,Italy,,Cagli,Cagli,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7003985,http://www.wikidata.org/entity/Q190514,
4,Italy,,Calliano,Calliano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1043741,,
4,Italy,,Capena,Sant'Oreste,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5002379,,
4,Italy,,Capo d'Orso (near),,,,,,,,,,,
4,Italy,,Caserta,Caserta,,,,,inhabited places,"Was a village of Caetani family of Sermoneta; Bourbon royal palace was built here in 18th century, and town developed; palace served as headquarters of Allied command and site of surrender of German Army in Italy in WW II.",,http://vocab.getty.edu/tgn/7004394,,
4,Italy,,Caso,Caso,,,,,,,hamlet of Sant'Anatolia di Narco,,http://www.wikidata.org/entity/Q18492466,
4,Italy,,Castelletto d'Orba,Castelletto d'Orba,,,,,,,municipality in Italy,,http://www.wikidata.org/entity/Q17336,
4,Italy,,Castiglione del Lago,Castiglione del Lago,,,,,inhabited places,,town in Italy,http://vocab.getty.edu/tgn/7005065,http://www.wikidata.org/entity/Q20390,
4,Italy,,Ceccano,Ceccano,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1044125,http://www.wikidata.org/entity/Q116706,
4,Italy,,Celle Ligure,Celle Ligure,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1044135,http://www.wikidata.org/entity/Q270613,
4,Italy,,Ciriè,Ciriè,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7005756,http://www.wikidata.org/entity/Q9284,
4,Italy,,Civate,Civate,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005861,,
4,Italy,,Conversano,Conversano,,,,,inhabited places,"Peucete center with remains of megalithic walls & numerous tombs; during the Middle Ages, passed from the Byzantines to the Lombards; Norman castle & Romanesque cathedral (11th-12th cen.).",,http://vocab.getty.edu/tgn/7004138,,
4,Italy,,Corridonia,Corridonia,,,,,inhabited places,"Noted as seat of general parliament of the Marche (1306, 1317).",,http://vocab.getty.edu/tgn/7009095,,
4,Italy,,Crevacuore,Crevacuore,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044427,,
4,Italy,,Diano Castello,Diano Castello,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5002486,,
4,Italy,,Finale Pia,Finale Pia,,,,,inhabited places,,"human settlement in Finale Ligure, Province of Savona, Liguria, Italy",http://vocab.getty.edu/tgn/5002503,http://www.wikidata.org/entity/Q3745597,
4,Italy,,Foiano della Chiana,Foiano della Chiana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006119,,
4,Italy,,Fontanellato,Fontanellato,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7017492,,
4,Italy,,Fossacesia (near),,,,,,,,,,,
4,Italy,,Frossasco,Frossasco,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q9373,
4,Italy,,Galliate,Galliate,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044737,,
4,Italy,,Gavelli,Gavelli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5003142,,
4,Italy,,Genga,Genga,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004037,,
4,Italy,,Grondona,Grondona,,,,,,,municipality in Italy,,http://www.wikidata.org/entity/Q17373,
4,Italy,,Imola (near),,,,,,,,,,,
4,Italy,,L'Antella,,,,,,,,,,,
4,Italy,,Lana di Sopra,,,,,,,,,,,
4,Italy,,Legnano,Legnano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005929,,
4,Italy,,Leprignano,Capena,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7008310,http://www.wikidata.org/entity/Q241968,
4,Italy,,Lerici,Lérici,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005368,,
4,Italy,,Lucardo,Lucardo,,,,,,,"human settlement in Italy, hamlet of Montespertoli",,http://www.wikidata.org/entity/Q3838342,
4,Italy,,Marradi,Marradi,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1045278,http://www.wikidata.org/entity/Q82759,
4,Italy,,Mercatello,Mercatello sul Metauro,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004056,,
4,Italy,,Mondovi,Mondovì,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7005651,http://www.wikidata.org/entity/Q20188,
4,Italy,,Monopoli,Monopoli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004117,,
4,Italy,,Monselice,Monsélice,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003072,,
4,Italy,,Monte San Savino,Monte San Savino,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7006123,http://www.wikidata.org/entity/Q52086,
4,Italy,,Montefioralle,Montefioralle,,,,,inhabited places,,,http://vocab.getty.edu/tgn/8712223,,
4,Italy,,Monticelli,Monticelli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004898,,
4,Italy,,Naturno,Naturno,,,,,inhabited places,,"municipality in South Tyrol, Italy",http://vocab.getty.edu/tgn/7005522,http://www.wikidata.org/entity/Q263900,
4,Italy,,Novalesa,Novalesa,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005723,,
4,Italy,,Oriveto,,,,,,,,,,,
4,Italy,,Panicale,Panicale,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7053541,,
4,Italy,,Paruzzaro,Paruzzaro,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7053111,,
4,Italy,,Pianezza,Pianezza,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005720,,
4,Italy,,Poppi,Poppi,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006109,,
4,Italy,,Priverno,Priverno,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7006724,http://www.wikidata.org/entity/Q128139,
4,Italy,,Rocca di Papa,Rocca di Papa,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007031,,
4,Italy,,Roccalbegna,Roccalbegna,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006584,,
4,Italy,,Romagnano Sesia,Romagnano Sesia,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005661,,
4,Italy,,Ruballa,Ruballa,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4009496,,
4,Italy,,Salerno,Salerno,,,,,inhabited places,"Located on Gulf of Salerno; was settled by Greeks; was a Roman colony by 195 BC; ruled by Goths; part of Lombard Duchy of Salerno in 6th cen.; seat of independent principality 9th cen.; under Normans (from 1076), then Kingdom of Naples; damaged in WW II.",,http://vocab.getty.edu/tgn/7003015,,
4,Italy,,San Casciano in Val di Pesa,San Casciano in Val di Pesa,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7006592,http://www.wikidata.org/entity/Q82822,
4,Italy,,San Pier d'Arena,San Pier d'Arena,,,,,neighborhoods,,neighborhood in Genoa,http://vocab.getty.edu/tgn/5002474,http://www.wikidata.org/entity/Q1930172,
4,Italy,,San Vittore del Lazio,San Vittore del Lazio,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7039504,http://www.wikidata.org/entity/Q117303,
4,Italy,,Sant'Angelo in Formis,Sant'Angelo in Formis,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004519,,
4,Italy,,Sant'Angelo in Theodice,Sant'Angelo in Teodice,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7040367,,
4,Italy,,Sarteano,Sarteano,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7006335,http://www.wikidata.org/entity/Q91447,
4,Italy,,Scandicci,Scandicci,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7006143,http://www.wikidata.org/entity/Q82842,
4,Italy,,Sermoneta,Sermoneta,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006725,,
4,Italy,,Serramonacesca,Serramonacesca,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5002095,,
4,Italy,,Sesto Fiorentino,Sesto Fiorentino,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006142,,
4,Italy,,Sezze,Sezze,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7006728,http://www.wikidata.org/entity/Q128206,
4,Italy,,Sovana,Sovana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006181,,
4,Italy,,Stia (Casentino),,,,,,,,,,,
4,Italy,,Sturla (near),,,,,,,,,,,
4,Italy,,Susa,Susa,,,,,inhabited places,Celto-Ligurian oppidum of the Segusians; came under Roman rule during the reign of Augustus; became a municipium under Nero and was fortified during the Late Empire; destroyed by Barbarossa in 1174; under French domination 1536-1559 and 1796-1814; repeatedly ruled by House of Savoy.,,http://vocab.getty.edu/tgn/7005724,,
4,Italy,,Tavarnelle Val di Pesa,Tavarnelle Val di Pesa,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006145,,
4,Italy,,Teramo,Teramo,,,,,inhabited places,"Located at confluence of Tordino & Vezzola rivers; was established by ancient Praetuttii tribe; destroyed during Germanic invasions, but flourished again in Middle Ages; was part of medieval duchy of Spoleto, later went to Kingdom of Naples.",Italian comune,http://vocab.getty.edu/tgn/7009877,http://www.wikidata.org/entity/Q13137,
4,Italy,,Tivoli,Tivoli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006968,,
4,Italy,,Triora,Triora,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005351,,
4,Italy,,Velo d'Astico,Velo d'Astico,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003209,,
4,Italy,,Vicchio di Rimaggio,Vicchio di Rimaggio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5002951,,
4,Italy,,Vico l'Abate,Vico l'Abate,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5002935,,
4,Italy,,Volargne,Volargne,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7036647,,
4,Italy,Abruzzi,L'Aquila,L'Aquila,,,,,inhabited places,"Established by Sabini after destruction of Amiternum by Rome in 293 BC; city was founded by Holy Roman Emperor Frederick II; important medieval center, contested by Angevins & Aragonese; later passed to the Kingdom of Naples, then to Kingdom of Italy.","Italian city, capital of the Abruzzo region and of the Province of L'Aquila",http://vocab.getty.edu/tgn/7004067,http://www.wikidata.org/entity/Q3476,
