count,country,region,district,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
3,Italia,Veneto,Verona,Pressana,Pressana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003265,,
3,Italia,Veneto,Verona,San Giovanni Ilarione,San Giovanni Ilarione,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046531,,
3,Italia/ Spagna,,,Napoli/ Madrid,,,,,,,,,,,
3,Italia/ Stati Uniti d'America,,,Firenze/ Los Angeles (CA),,,,,,,,,,,
3,Norvegia,,,Bergen,Bergen,,,,,inhabited places,"Founded by king Olaf III; became important commercial & political center after castle was built in 1100; German Hanseatic merchants controlled trade 14th-18th cen.; was destroyed by fire several times, & rebuilt.","municipality in Vestland, Norway",http://vocab.getty.edu/tgn/7007059,http://www.wikidata.org/entity/Q10428388,
3,Nuova Zelanda,,,Dunedin,Dunedin,Dunedin,,,,inhabited places,"Center of gold rush 1861-ca. 1883; major agricultural & arts center; site of Otago University; base for Byrd's Antarctic expeditions 1928-1930, 1933-1935; founded by Scottish Presbyterians; name was derived from Gaelic for Edinburgh.",city in New Zealand's South Island,http://vocab.getty.edu/tgn/7001792,http://www.wikidata.org/entity/Q133073,
3,Regno Unito,,,Arbroath,Arbroath,Arbroath,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009739,,
3,Regno Unito,,,Barnet,Barnet,Barnet,,,,inhabited places,,,http://vocab.getty.edu/tgn/7466118,,
3,Regno Unito,,,Brechin,Brechin,Brechin,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009753,,
3,Regno Unito,,,Bristol,Bristol,Bristol,,,,inhabited places,"Located on River Avon; was a wool center in the 12th century; John and Sebastian Cabot sailed from here to New World 1497; center for sugar, tobacco, cotton and slave trade 17th-18th centuries; railway and dock expanded during Industrial Revolution; heavily bombed in World War II.","city in South West England, United Kingdom",http://vocab.getty.edu/tgn/7011198,http://www.wikidata.org/entity/Q23154,
3,Regno Unito,,,Dublino,,,,,,,,,,,
3,Regno Unito,,,Hatfield,Hatfield,Hatfield,,,,inhabited places,Market town; near Hatfield House.,,http://vocab.getty.edu/tgn/7011870,,
3,Regno Unito,,,Houghton Hall,,,,,,,,,,,
3,Regno Unito,,,Luton,Luton,,,,,inhabited places,,"suburb and ward in Medway, Kent, England",http://vocab.getty.edu/tgn/1029921,http://www.wikidata.org/entity/Q25999206,
3,Regno Unito,,,Salisbury,Salisbury,Salisbury,,,,inhabited places,Located in the valley adjacent to the mound where Old Sarum was located; developed around new cathedral that was built here in 13th cen.; flourished as cloth & wool center; streets are laid out in gridiron pattern that retain city's medieval character.,,http://vocab.getty.edu/tgn/7011210,,
3,Regno Unito,,,Westonbirt,Westonbirt,,,,,inhabited places,A famous arboretum is here; also a mansion by Vulliamy (1863-1870).,,http://vocab.getty.edu/tgn/7030111,,
3,Regno Unito,Hampshire,,Southampton,,,,,,,,,,,
3,Regno Unito,Lancashire,,Clitheroe,Clitheroe,Clitheroe,,,,inhabited places,,,http://vocab.getty.edu/tgn/7010389,,
3,Regno Unito,Leicestershire,,Leicester,,,,,,,,,,,
3,Regno Unito,New York,,Londra,,,,,,,,,,,
3,Regno Unito,Norfolk,,Wells-next-the-Sea,Wells-next-the-Sea,Wells next the Sea,,,,inhabited places,,,http://vocab.getty.edu/tgn/1031037,,
3,Regno Unito,North Wales,,Bodnant,,,,,,,,,,,
3,Regno Unito,North Yorkshire,,Hovingham,Hovingham,Hovingham,,,,inhabited places,,,http://vocab.getty.edu/tgn/7463806,,
3,Regno Unito,Oxfordshire,,Faringdon,Faringdon,Faringdon,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011964,,
3,Regno Unito,Shropshire,,Condover,Condover,Condover,,,,inhabited places,,,http://vocab.getty.edu/tgn/7454831,,
3,Regno Unito,Somerset,,Bridgwater,Bridgwater,Bridgwater,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011256,,
3,Regno Unito,Staffordshire,,Hoar Cross,,,,,,,,,,,
3,Regno Unito,Surrey,,Englefield Green,Englefield Green,Englefield Green,,,,inhabited places,,,http://vocab.getty.edu/tgn/1029178,,
3,Regno Unito/ Italia,,,Nynehead/ Firenze,,,,,,,,,,,
3,Romania,,,Sibiu,Sibiu,,,Hermannstadt,,inhabited places,"Located on Cibin river, on Turnu Roșu pass through the Transylvanian Alps; was site of Roman colony; town was founded by German colonists from Saxony in 12th cen.; destroyed by Tartars in 1241; suffered in Turkish wars, & went to Austria in 1699.",,http://vocab.getty.edu/tgn/7004269,,
3,Russia/ Francia,,,San Pietroburgo/ Parigi,,,,,,,,,,,
3,Slovacchia,,,Bratislava,Bratislava,Bratislava,,Pressburg,,inhabited places,Situated on Danube river; inhabited by Celts and Romans; occupied by Slavs from 8th cen.; Archbishop's Palace served as site for signing of Treaty of Pressburg between Napoleon and Austrian emperor Francis II after Battle of Austerlitz in 1805.,capital city of Slovakia,http://vocab.getty.edu/tgn/7006465,http://www.wikidata.org/entity/Q1780,
3,Slovacchia,,,Dioszeg,,,,,,,,,,,
3,Slovenia,,,Brezice,,,,,,,,,,,
3,Slovenia,Istria,,Pirano,,,,,,,,,,,
3,Spagna,,,Palma di Maiorca,Palma di Maiorca,,,,,,,"city in Mallorca and capital of the Balearic Islands, Spain",,http://www.wikidata.org/entity/Q8826,
3,Stati Uniti d'America,,,New York,New York,New York,,,,inhabited places,Located at mouth of Hudson River; visited by Europeans 16th-17th century. Established at the southern tip of Manhattan Island as a trading post by colonists of the Dutch Republic; which served as the seat of the colonial government in New Netherland territory. It was seized by the British in 1664. Was a cosmopolitan center and the nation's largest city by the 18th century. Today it is a huge metropolis composed of five boroughs corresponding to five counties.,most populous city in the United States,http://vocab.getty.edu/tgn/7007567,http://www.wikidata.org/entity/Q60,
3,Stati Uniti d'America,Alabama,,Alexander City (AL),Alexander City,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2002433,,
3,Stati Uniti d'America,California,,Berkeley (CA),Berkeley,Berkeley,,,,inhabited places,"Located on San Francisco Bay; most of N section of the city was destroyed by fire in 1923, but has since been rebuilt.","city in Alameda County, California, United States",http://vocab.getty.edu/tgn/7013386,http://www.wikidata.org/entity/Q484678,
3,Stati Uniti d'America,California,,Hollywood (CA),Hollywood,,,,,neighborhoods,"Was laid out by Horace Wilcox from Kansas, as a community based on strict religious principles; mild climate attracted film industry in early 1900s; name is still synonymous with movie business, though today mainly television studios are located here.","neighborhood in Los Angeles, California, United States",http://vocab.getty.edu/tgn/7013837,http://www.wikidata.org/entity/Q34006,
3,Stati Uniti d'America,California,,Sacramento (CA),Sacramento,,,,,inhabited places,On Sacramento river; fort and trading post expanded with gold trade in 1840s; was western terminus of Pony Express and site of first California railroad in mid-19th cen.; modern ship canal built 1963; noted for Fort Sutter (1840) & State Capitol (1869-1874).,"capital city of California, United States",http://vocab.getty.edu/tgn/7017902,http://www.wikidata.org/entity/Q18013,
3,Stati Uniti d'America,Georgia,,Macon (GA),Macon,,,,,inhabited places,Located in central Georgia on Ocmulgee River; Macon was laid out across river from Newtown (1823) & annexed it in 1829; was Confederate supply depot & gold depository in Civil War; captured by Union forces 1865; industrialization spurred recovery in WW I.,,http://vocab.getty.edu/tgn/7013980,,
3,Stati Uniti d'America,Georgia,,Savannah (GA),Savannah,,,,,inhabited places,Located at mouth of Savannah river; founded as debtors' haven & buffer to Spanish Florida; Methodists John & Charles Wesley preached here from 1736; was occupied by British in Revolutionary War; captured by Union forces under Sherman in Civil War in 1864.,"city in and county seat of Chatham County, Georgia, United States",http://vocab.getty.edu/tgn/7014487,http://www.wikidata.org/entity/Q83813,
3,Stati Uniti d'America,Illinois,,Lake Forest (IL),Lake Forest,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013857,,
3,Stati Uniti d'America,Michigan,,Bloomfield Hills (MI),Bloomfield Hills,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013436,,
3,Stati Uniti d'America,New York,,Binghamton (NY),Binghamton,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013424,,
3,Stati Uniti d'America,New York,,Glen Head (NY),Glen Head,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2069401,,
3,Stati Uniti d'America,New York,,Saranac Lake (NY),Saranac Lake,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2072144,,
3,Stati Uniti d'America,Virginia,,Lexington,Lexington,,,,,independent cities,,,http://vocab.getty.edu/tgn/2002216,,
3,Stati Uniti d'America,Virginia,,Richmond,Richmond,,,,,independent cities,,"capital city of Virginia, United States of America",http://vocab.getty.edu/tgn/7022211,http://www.wikidata.org/entity/Q43421,
3,Svizzera,,,Mendrisio,Mendrisio,,Mendrisio,,,inhabited places,,,http://vocab.getty.edu/tgn/7007290,,
2,,Toscana,Firenze,Marradi,,,,,,,,,,,
2,Australia,,,Canberra,Canberra,,,,,inhabited places,"Parliament transferred from Melbourne 1927 & opened by Duke of York; name derived from Aboriginal term for ""meeting place""; site of High Court, university & painting gallery.",capital city of Australia,http://vocab.getty.edu/tgn/7001867,http://www.wikidata.org/entity/Q3114,
2,Australia,Victoria,,North Caulfield,,,,,,,,,,,
2,Austria,,,Baden bei Wien,Baden bei Wein,,,,,inhabited places,Prinicipal spa town with sulphurous water located 18 m. SE of Vienna.,"municipality in Lower Austria, Austria",http://vocab.getty.edu/tgn/7003183,http://www.wikidata.org/entity/Q486450,
2,Austria,,,Bregenz,Bregenz,,,,,inhabited places,"Was a Celtic settlement, then a Roman station. The town ruled by counts of Bregenz in Middle Ages, later by counts of Montfort, and then controlled by Hapsburgs from 1523. It was stormed by Swedes in 1647. Ruled by Bavaria from 1804-1814.","capital of Vorarlberg, the westernmost federal state of Austria",http://vocab.getty.edu/tgn/7003116,http://www.wikidata.org/entity/Q1737,
2,Austria,,,Brunnsee,Eichfeld,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7594741,,
2,Austria,,,Gratz,Graz,Graz,,,,inhabited places,"Located in Styrian Alps on the Mur River, the town developed around Schlossberg peak, on which there are ruins of a 15th century fortress and clock tower. It served as the residence of early rulers of Steiermark and was held by French during Napoleonic wars. Noted as the birthplace of astronomer Johannes Kepler (1571-1630) and as burial site of Emperor Ferdinand II. The historic centre of the city of Graz was designated a World Heritage Site by UNESCO.","capital of Styria, Austria",http://vocab.getty.edu/tgn/7003097,http://www.wikidata.org/entity/Q13298,
2,Austria,,,Lofer,Lofer,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1025797,,
2,Austria,,,Mödling,Mödling,,,,,inhabited places,,"town in Mödling District, Lower Austria, Austria",http://vocab.getty.edu/tgn/1025803,http://www.wikidata.org/entity/Q277965,
2,Austria,,,Reichenfels,Reichenfels,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5000615,,
2,Bahamas,,,Freeport,Freeport City,,,,,inhabited places,"Name refers to Hawksbill Creek Agreement (1955) with Grand Bahama Port Authority that allowed businesses here to operate tax-free for 99 years; city boomed with new hotels, casinos & golf courses; famous for bazaars & duty-free shops.",,http://vocab.getty.edu/tgn/1013012,,
2,Belgio,,,Dixmunde,,,,,,,,,,,
2,Belgio,,,Liegi,Liège,Liege,,Lüttich,Liíege,inhabited places,"The city of Liège is located at the confluence of the Ourthe and Meuse Rivers in the province of Liège, of which it is the capital, in eastern Belgium. The site of an ancient settlement, the Romans knew it as Leodium. It was established as a town and bishopric in 721. It became a noted center of learning and art in the Middle Ages. Strife between the guilds and the nobles dominated the early 14th century until political equality was granted to the laborers and to most of the trade guilds in 1313. The town was sacked by Charles the Bold of Burgundy in 15th century, but after his death was rebuilt and prospered. Both France and England attacked it during the War of Spanish Succession. The reign of the nobles ended in 1789, but then France took the town in 1795. After the creation of Belgium in 1830, the town flourished as an industrial center. The German army occupied it in both world wars, and it suffered heavy bombardment in the Second World War. Today it produces steel, coal, glass, copper, and armaments. It has many Romanesque and Gothic churches, and the former palace of the prince-bishops, now the Palais de Justice. It is the cultural center of Wallonie, with many museums and concert halls, an opera, theatre, the state university, the preserved house of the composer César Franck, and the Royal Conservatory of Music. The 2003 estimated population was 185,700.","city in Wallonia, Belgium",http://vocab.getty.edu/tgn/7007945,http://www.wikidata.org/entity/Q3992,
2,Belgio,,,Woluwe-Saint-Lambert,Woluwe-Saint-Lambert,,,,Woluwé-Saint-Lambert,inhabited places,"The town is a residential commune lying in the Woluwe Valley, and serves as a suburb of Brussels.","municipality in the Brussels-Capital Region, Belgium",http://vocab.getty.edu/tgn/4012347,http://www.wikidata.org/entity/Q211764,
2,Canada,,,Winnipeg,Winnipeg,,,,,inhabited places,"Situated at junction of Red and Assiniboine rivers; city developed as important grain market, and warehousing and distributing center after arrival of Canadian Pacific railroad in 1881; products include clothes, processed food, automobiles and farm machinery.","capital and largest city of the province of Manitoba, Canada",http://vocab.getty.edu/tgn/7013143,http://www.wikidata.org/entity/Q2135,
2,Canada,New Brunswick,,Fredericton,Fredericton,,,,,inhabited places,"Located on Saint John river; British garrison town after 1825; shoes, canoes, lumber goods & bricks are manufactured; literary figures born in city or surrounding area include Julia Catherine Hart, Sir Charles Roberts, Bliss Carman & Francis Sherman.",,http://vocab.getty.edu/tgn/7013041,,
2,"Ceca, Rep.",,,Brno,Brno,Brno,,Brünn,,inhabited places,"Brno is situated at the junction of the Svratka and Svitava Rivers in the eastern hilly country of the Bohemian highlands in the Czech Republic. It is the second largest city in the nation. The locality shows traces of Neolithic and Cro-Magnon inhabitants, and of Celtic and Slavic settlements in historic times. The town began developing with German colonization in the 13th century, and became an incorporated city in 1243. The margraves of Moravia took the city in the 14th century and held it successfully until the 18th century, despite several sieges. French troops occupied it in 1805 before Napoleon's victory over united Austrian and Russian forces southeast of Brno at Slavkoy. The city then fell under the rule of the Austrian Hapsburg emperors, and the famous Spilberk Castle became a notorious prison. The monk and geneticist Gregor Mendel lived and worked at the monastery at Brno. The Gothic church of that monastery survives, as do many other old buildings in the old town. Brno today is an educational and industrial center, known for its international trade fairs. It is famed as the lifetime home of the Czech composer Leos Janacek. The 2003 estimated population was 376,400.","statutory city in South Moravian Region, the Czech Republic",http://vocab.getty.edu/tgn/7011840,http://www.wikidata.org/entity/Q14960,
2,"Ceca, Rep.",,,Olomouc,Olomouc,Olomouc,,,,inhabited places,,city in the Czech Republic,http://vocab.getty.edu/tgn/7011841,http://www.wikidata.org/entity/Q81137,
2,"Ceca, Rep.",,,Teplice,Teplice,Teplice-sanov,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011806,,
2,Croazia,,,Capodistria (Koper),,,,,,,,,,,
2,Croazia,,,Curzola,Korčula,,,,,inhabited places,"Located on island in Adriatic Sea; noted for medieval walls, towers, a cathedral, a Venetian fortress & other historic buildings.",,http://vocab.getty.edu/tgn/7015511,,
2,Croazia,,,Ilok,Ilok,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4005264,,
2,Croazia,,,Lesina (Hvar),Hvar,,,,,inhabited places,"Located on island in Adriatic Sea; has been ruled by Venice, Hungary, France & Austria; was occupied by Italians in 1918 & 1941; it later became part of Yugoslavia.",,http://vocab.getty.edu/tgn/7015484,,
2,Cuba,,,L'Havana,La Habana,Havana,,,,inhabited places,"Chief naval station of Spanish in 16th cen.; captured by British in 1762, restored in 1763; site of initial battle of Spanish-American War in 1898; seat of revolutionary government since 1959; landmarks include 16th-cen. El Morro Castle and la Punta Fort.",capital and largest city of Cuba,http://vocab.getty.edu/tgn/7006453,http://www.wikidata.org/entity/Q1563,
